,title,year,duration,genres,rating,synopsis,directors,stars
118,The Tiger Rising,2022.0,102,Family,4.6,A young boy discovers a caged tiger in the woods near his home.,Ray Giarratana,"Christian Convery,Sam Trammell,Nicholas Ryan Hernandez,Jayden Fontaine"
119,The Legend of La Llorona,2022.0,98,"Horror, Thriller",3.2,"While vacationing in Mexico, a couple discovers their son's disappearance is tied to a supernatural curse.",Patricia Harris Seeley,"Autumn Reeser,Antonio Cupo,Danny Trejo,Nicolas Madrazo"
120,Rite of the Shaman,2022.0,69,Drama,5.5,A high school boy must follow in his shaman grandfather's footsteps to become the beacon of light he was meant to be.,Alicia Oberle Farmer,"Tyrell Oberle,Janice Spencer-Wise,Lauren Holdt,Kim Stone"
121,Siklo,2022.0,109,Drama,6.3,"A pastor's mistress and a delivery rider get engaged in a steamy affair. When their secrets are revealed, they have to face the consequences.",Roman Perez Jr.,"Vince Rillon,Christine Bermas,Joonee Gamboa,Alma Moreno"
122,Randu,2022.0,122,Comedy,5.8,Randu is a socio-political satire that hilariously portrays how the quite normal life of a village youth namely Vava is disturbed by the acts of some communal groups in the village. The ...,Sujith Lal,"Mamitha Baiju,Maala Parvathi,Vishnu Unnikrishnan,Binu Thrikkakkara"
123,Station 5,2022.0,116,,8.6,"An under trial patient escapes from hospital. Karthik, the doctor in charge faces disciplinary action. Karthik takes his girl friend to enjoy his youthful life to the new remote place. But there is something else in store.",Prashanth Kanathur,"Anoop Chandran,Dayyana Hameed,Indrans,Santhosh Keezhattoor"
124,Bungo Stray Dogs the Movie: Beast,2022.0,134,,9.6,"In a parallel world in the city of Yokohama, when Osamu Dazai is the boss of the port mafia and Atsushi is also considered a member of the mafia, Ryonsuke Akutagawa enlists the help of the Armed Detective Agency to find his sister .",Koichi Sakamoto,"Shohei Hashimoto,Yûki Torigoe"
125,Atithi Devobhava,2022.0,133,"Drama, Romance",6.1,"Abhi(Aadi Sai Kumar) suffers from a problem called Mono Phobia. Because of this, he cannot survive alone and always expects someone to be on his side. In this process, he falls in love with...",Polimera Nageshwar,"Aadi,Aadarsh Balakrishna,Raghu Kumar Karumanchi,Kamal Teja Narla"
126,The Illusion of Control,2022.0,94,"Drama, Mystery, Thriller",6.6,"Entire life Victor perfectly manipulated others in his own interests. This allowed him to control large financial flows. Once, he discovered that since childhood he was a puppet in ...",Vladek Zankovsky,"Oleg Fendura,Tatyana Konovalova,Valeriy Bassel,Eugene Bury"
127,First Person Shooter,2022.0,90,Thriller,4.4,The creative head of a video game development company is close to releasing his newest game when a mysterious coder begins to hack his life - destroying everything he knows.,Steven R. Monroe,"Jacob Blair,Jeremy Walmsley,Danika Frederick,Stephanie Sy"
128,Haterz,2022.0,103,Action,7.3,Relationships formed to deceive someone does not last long. The movie theme shows friends cheating on each other in friendship. Each friend has their own reasons for cheating on the other ...,Manpreet Brar,"Aditya,Amrit Amby,Abhishekh Arora,Harsimran Attli"
129,Ekalavya,2022.0,"5,538","Drama, Thriller",9.8,,Alfred,"Kamal Lochan Deka,Himanshu Gogoi,Atanu Mahanta,Karishma Puzari"
130,Nalan,2022.0,113,"Comedy, Drama",3.2,Nalan is a successful TV Host. One day she had a traffic accident and every sentence that came out of her mouth started to mean different meanings.,Fatih Mutlu,"Açelya Topaloglu,Sergen Deveci,Bahtiyar Engin,Bülent Alkis"
131,1945,2022.0,122,"Action, Drama, History",6.0,"Engulfed by love and bravery, an Indian National Army personnel finds himself caught between a dangerous rebellion and the coloniser's grip.",Sathyasiva,"Regina Cassandra,Rana Daggubati,Nassar,Sathyaraj"
132,Cursor,2022.0,110,"Drama, Horror",,A troubled young adult seduces and blackmails unsuspecting strangers on a dating site.,Jonathan Christian,"Alyssa Riha,Reba Landers,Katrina Reta,Mod Becher"
133,Teenage Girl: Skip Day,2022.0,81,"Comedy, Drama, Romance",9.4,"When four girls from different social cliques meet each other during Senior Skip Day, they discover they are more like each other than they thought.",Aaron Lee Lopez,"Sophia Laia,Ivanna Danforth,Kellyn Tuttle,Haven Housh"
134,Pen Vilai Verum 999 Rubai Mattume,2022.0,120,Crime,7.4,"In a metropolitan like Chennai, there is an excess of money, greed, love and lust. Dead bodies of teenage girls are being found repeatedly in the city. The quest begins when the medical ...",Varada Raj,"Rajkamal,Shweta Pandit,Kpy Ramar,Madhu Sudhan"
135,Super Sharanya,2022.0,161,"Comedy, Romance",6.4,"Sharanya, a shy and introverted person, is a native of Kollengode, Palakkad who moves to Thrissur to pursue engineering. She finds it difficult to cope with her new surroundings in college and her hostel.",Girish A.D.,"Anaswara Rajan,Vineeth Vasudevan,Mamitha Baiju,Antony Varghese"
136,Koniec swiata czyli Kogel Mogel 4,2022.0,96,Comedy,3.2,"Agnieszka and Marcin's love is blooming, just like Kasia and professor Wolanski. Grandma Solska only dreams of the wedding of her only grandchild - However, his former lover, Bozenka, ...",Anna Wieczur-Bluszcz,"Katarzyna Laniewska,Pawel Nowisz,Grazyna Blecka-Kolska,Zdzislaw Wardejn"
137,Anbarivu,2022.0,165,Drama,5.9,"Anbu and Arivu are twins, separated as infants. Anbu stays with his mom and grandpa, growing up rugged. Arivu lives with his father in Canada. Incidents force twins to switch family. Their attempts of reuniting family forms the premise.","Aswin Raam,Aswin Raam","Hiphop Tamizha Adhi,Kashmira Pardeshi,Shivani Rajashekar,Napolean"
138,The Sunday Runoff,2022.0,104,Comedy,6.3,"Tsutomu Tanimura is a 30-year-old man, living in a provincial city. He works as a private secretary for Shohei Kawashima, who is a member of the House of Representatives and he has strong ...",Yûichirô Sakashita,"Eiji Akaso,Mantarô Koichi,Masataka Kubota,Rie Miyazawa"
139,Back to Love,2022.0,101,"Comedy, Family, Romance",6.8,"Zekai, a Shantou-born boy who works in Shenzhen, decides to return to hometown and take his girlfriend to meet his mother.",Hongchun Lan,"Runqi Zheng,Shaoxian Zhong,Shan Lu,Pengsheng Zheng"
140,Bondhu,2022.0,55,Drama,7.1,,Mashum Shahreear,"Mehazabien Chowdhury,Afran Nisho,Rifat Islam Raj"
141,Detective Di-Skeleton General,2022.0,90,Action,,"A series of murdering arose in SuZhou village, and the civilians only could see the white skeleton soldiers left at the scenes. Di, RenJie is the most well-known detective during that time,...",Wu Chengfeng,"Ming Cen,Zigang Gao,Zhiyun Gu,Gang He"
142,Otôto to Android to Boku,2022.0,94,Drama,6.5,"Kiryu Kaoru is a lonely robot engineer. Ever since childhood, he felt he lived more like a robot than a man. To counteract his anxieties, he has devoted his life to developing his own ...",Junji Sakamoto,Etsushi Toyokawa
143,Veyi Subhamulu Kalugu Neeku,2022.0,140,"Action, Comedy",7.6,"To fulfill an oath to his father, Chaithu, a successful TV show director saves each penny to buy his dream house. After buying the house, he faces unexpected problems that keeps his girlfriend at bay. What will he do?",Rathod Raams,"Jabardasth Appalarao,R.J. Hemant,Srikanth Iyengar,Duvvasi Mohan"
144,The Truth,2022.0,99,Drama,8.2,"professional conduct of entertainment journalists. Through different characters' interpretation of one scandal, the film explores human dilemmas in contemporary society between money, relationships, family and career.",Vincent Zhou,"Kevin Cheng,Jill Hsu,Shuailiang Liu,Jiamiao Yu"
145,The Yin Yang Brothers,2022.0,86,"Animation, Adventure, Comedy",,"Two brothers and a wolf who had no clue what he did, but it would probably have a milky way to make a cosmic shake.",Tony Leondis,
146,New South Cottage,2022.0,109,Romance,9.2,"When up and coming prizefighter Henry DeVito has a chance meeting with young singer Tabitha Sanders, it is love at first sight. However, their love will be tested at the onset of World War II.",Austin Scarborough,"Joseph Lane Albus,Kayla Allison,Jason Anderson,Andrea Berneche"
147,Someone in the Room,2022.0,90,Thriller,,,Bian Yuan,"Xiaojie Tian,Calvin Yu,Yu Zhen"
148,Half Stories,2022.0,91,"Horror, Thriller",2.6,"Lakshmi, Chinna, and Shiva are friends who work together in organized crime but when something goes wrong they turn on each other.",Siva Kesanakurthi,"Mahesh Achanta,Sampoornesh Babu,Koti,Rakendu Mouli"
149,Aslan Hürkus Kayip Elmas,2022.0,93,Animation,6.3,"Aslan is a boy who dreams of becoming an aeronautical engineer. Among the belongings of his grandfather, who was a heroic pilot, he comes across clues of literally reviving an old plane.","Hakan Bol,H. Sinan Güngör","Kayra Özdemir,Elif Gizem Aykul,Nusret Çetinel,Sinan Pekinton"
150,Deskpop x Funny Rave Presents: Ridge Raver,2022.0,720,Music,,,Heightzeroeight,"DJ Marcy Anime,Dendy Crew,Friends Without Faces,Filmcritgrinch"
151,Bayern München - Borussia Mönchengladbach,2022.0,98,,,,,
152,Paladin Crossworlds,2022.0,67,Sci-Fi,,"In the distant future humans have given way to new species of humans called Metahuman, a group of rebels of this species searches in a Metropoli for one of them, which contains information ...",Roberto Ortiz,"Eddye de la Oz,Rochy Moreno,Roberto Ortiz,Elena Rey"
153,"Labor, Lies and Murder",2022.0,85,Thriller,5.9,"A pregnant woman hires a doula to assist with her home birth, but then must stay ever alert to the threat of someone stealing her baby.",Ryan Dewar,"Brooke Burfitt,Jason Burkey,Lauren Buglioli,Gina Hiraizumi"
154,Abey Yaar Lagg Gayi,2022.0,122,Comedy,9.6,"Human desires have no end nor end of life's needs. In the race of these desires and needs, five human beings meet at a crossroads through the streets of life. These five take the path of ...",Sahil Gulia,"Samridhi Chandola,Aditya Dubey,Abhinav Gill,Banwari Lal Jhol"
155,The Ronins,2022.0,119,Action,,"The Ronin is a free Samurai who only follows his own faith. The faith that pursue the ultimate skill of his sword fighting. When two Ronins meet each other, the battle and the story begins.",Toshi Asaka,"Masato Nakamura,Daichi Hirahara,Yojiro Yamanaka,Takumi Sanada"
156,The Blind Assassin,2022.0,90,Action,,,Dillon Wilson,"Shane Alexander,Eric Cartwright,Alexandre Chen,Jason Ha"
157,Screenplay Movie: Jubilee Nation,2022.0,61,"Crime, Drama, Thriller",,"An alternative history political erotic thriller set in a Utopian 1960's fictional black nation, where the Civil War resulted in a different outcome, and the South is ceded to the slaves forming a separate black nation after the war.",Matthew Toffolo,"Sean Ballantyne,Allan Michael Brunet,Geoff Mays,Bill Poulin"
158,Love at 752,2022.0,45,,,A workshop screening dedicated to the victims of Ukrainian Airlines Flight 752.,Sarah Angelle,"Aixa Kay,MajidTafreshi"
159,Real Madrid - Valencia CF,2022.0,94,Comedy,,,,
160,Leicester City vs Watford,2022.0,101,Horror,,,,
161,Proof of Concept,2022.0,96,Drama,,"Interesting enough, a group of students graduating with a degree in filmmaking take on the challenge of making a proof of concept for a movie project with specific deadline leading into a heated debate, encounter surprise at the very end.",Anjani Pandey,"Mikayla Kane,Abi Bais,Sarah Butler,Sophia Marie"
162,Dis-topia,2022.0,124,Musical,,"Filmed stage production of original musical, Dis-topia. After the frozen head of Walt Disney returns to complete his final project, optimistic Vera Nelson finds herself thrust into a world of cynical revolutionaries and corporate violence.",Nat Pendergraft,"Ellery Beck Hall,Everett Kagan,Jaxon Roberts,True Fontaine"
163,Villarreal CF - Atlético de Madrid,2022.0,95,Drama,,,,
164,Liverpool vs Shrewsbury Town,2022.0,95,,,,,
165,A.S. Roma - Juventus F.C.,2022.0,100,Comedy,,,,
166,Breath,2022.0,106,"Drama, Thriller",4.5,"Lara Winslet is an expert geologist in volcanology. She is together with her team of work on a volcano to conduct surveys. At the end of a working day, Lara decides to stay a little longer ...",John Real,"James Cosmo,Rachel Daigh,Neb Chupin,Alba Di Mauro"
167,The Wannabes,2022.0,101,Comedy,6.2,"Daniel and Stéphane, two salesmen working in the same store but who cannot stand each other, decide despite everything to team up to participate in television games so they can pay their debts.",Jonathan Barré,"Grégoire Ludig,David Marsais,Julien Pestel,Damien Gillard"
168,Rusty Blade,2022.0,87,"Action, Crime, Drama",6.6,,"Xiaobai Song,Huyi Sun","Zhenhua Su,Chuxuan Liu,Cong Xiao,Mohetaer"
169,#BlackSkin,2022.0,85,Drama,5.8,"Minneapolis, becomes a powder keg of police violence against black men in America. Multiple black men's deaths are in the hands of the Minneapolis police.",Marc Cayce,"Duane Finley,Miguel A. Núñez Jr.,Cocoa Brown,Sheldon Bailey"
170,Encontrando el Fin del Mundo,2022.0,120,Drama,7.1,"Jorge is a musician, he gets fired trying to find a melody from the noise of the street, the same day his wife and youngest son died. He must appear sane to take care of his oldest son Lucas, otherwise, he will also lose him.",Fabián Corres,"Alba Alonso,Fernanda Castillo,Emiliano Corres,Fabián Corres"
171,Go Chase Yourself,2022.0,85,"Mystery, Thriller",8.2,"A young woman, Maria embarks on a road trip to reunite with the love of her life, and experiences supernatural occurrences along the way.",Patrick Jerome,"Amanda Rodriguez,Jason Gervacio,Gretel Munday,Kathy-Ann Hart"
172,Equally Friends,2022.0,47,"Biography, Comedy, Drama",,"A outsider comes to town and meets Three people in town as she meets them she gets each of them to become her friend and accept her for who she is, A LGBT movie about People Accepting people for who they are.",Addison Dawn Perry-Franks,"Addison Dawn Perry-Franks,Lacey Franks,Krys Perry-Franks,Justin Thom"
173,Waster,2022.0,65,Drama,,"Vijay Malhotra is a 75 year old single brat, a hard nut, a deadpan and an alcoholic, after spending 30 years in prison he comes out in the dystopian society to rediscover his city where he ...",Abhishek Bhatnagar,"Vijay Malhotra,Shailendra Singh,Jolly Bhatia,Kalpana Shah"
174,Vampire in Oakland,2022.0,90,Horror,,mysterious deaths in an urban neighborhood are traced to vampires and it's up to the hood to stop them,"Monique Dismuke,Pharoah Powell","Pharoah Powell,Candace Coogler,Aunjhanae Gray,Timothy A. Slater"
175,The Cabin,2022.0,111,Biography,,,Dallas Loper,Erik Grankvist
176,Squeak and I'll Run to You,2022.0,69,Horror,5.8,"Inspired by the works of M R James, this is a lighter touch based on some of his stories like ""Oh Whistle and I'll come to you my Lad."" A story of academic arrogance versus the forces of evil. Some things should be left alone..",James Head,"Beth Fitzgerald,William Fitzgerald,James Head,Tony Stansfield"
177,Season of Innocence,2022.0,114,Drama,,"A 15-year-old, very innocent village boy's adolescent journey. Village community and his peer's crackdown on him because of being low caste, immature and confused about why he is being questioned on his gender.",Uday Chauhan,"Pavan Kumar,Raghu V Naik"
178,The Cabin,2022.0,111,Biography,,,Dallas Loper,Erik Grankvist
179,The Cabin,2022.0,111,Biography,,,Dallas Loper,Erik Grankvist
180,Thrid Round Manchester United vs Aston Villa,2022.0,99,Action,,,,
181,Portræt af: Jimmi Holm Andersen,2022.0,60,Talk-Show,,,Christina Britten,"Jimmi Andersen,Christina Britten"
182,The Cabin,2022.0,111,Biography,,,Dallas Loper,Erik Grankvist
